Feature ID	Taxon	Confidence
8d50fcfeb31e30e78948efb24da4a256	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Ralstonia	0.8881777448995565
8ed20ee66b96346f6940489825e0d4a0	Unassigned	0.820485127612449
b4d84e929c4be30531de827d07fb95a9	Unassigned	0.4821085881856053
2093f78946458894284494fb0967e8f9	Unassigned	0.4551920753435098
73493f0ffbbd55cf5cbff5bf81691e49	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces	0.9947426010649215
92e4e64768ee3ba6735270ed40a899ab	Unassigned	0.8821310039130117
4cf427af46ca2ed04d10a5ad84400d75	Unassigned	0.8102682860674949
cf50af2c341faa08f2a5821472ad5b5f	Unassigned	0.9338519298899783
e90597262df64a81f9263cf5d162183e	Unassigned	0.7085499139442528
cb8e1e406e42ec46245c170bd5b5cf5a	Unassigned	0.9206288743893017
016a6161b822812d7e3cd9dcd47fdbe3	Unassigned	0.44042046856940265
0bf7d7b04b169acedb30468c489d3ba4	Unassigned	0.3199747448382293
fa4e0d8ebab6a9fb468dd300b7f98187	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus_iners	0.7989403901455249
41fe55a1e3a8c408abde4aa497e32c1f	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus_iners	0.7218599038527891
aa9ed84f7f9c571fac79700c8a3ca96c	Unassigned	0.9516441933716696
095b48a500e2260dcda96c818e869fe7	Unassigned	0.7880032683158039
ca368ef01364d4f25886929711855238	d__Bacteria	0.8390453686186863
be2931fbce6cceb210c123a26638e57a	Unassigned	0.3791439162646094
473b012c39105259ff13fbb00d025a1d	Unassigned	0.7034000010009928
1830872ab1b29b4cb003acc189defc8e	Unassigned	0.47245627853464434
662d25cf7fc2cd0afb1d1ca8e3e7b756	Unassigned	0.7367901655198925
